word,count
نفخ,3
سخريا,3
لكريم,3
يدع,3
يرمون,3
أربع,3
زينتهن,3
مبينـت,3
كأنها,3
مبـركة,3
يضعن,3
نشورا,3
فجعلنـه,3
وثمودا,3
ضربنا,3
لظل,3
فجعله,3
مروا,3
نشأ,3
أعنـقهم,3
سيهدين,3
بقلب,3
ونجنى,3
لمشحون,3
بمعذبين,3
وتذرون,3
لأمين,3
يستعجلون,3
يوزعون,3
يشكر,3
دخلى,3
أمه,3
شيعته,3
قتلت,3
فأخذنـه,3
أعرضوا,3
يـليت,3
يلقىها,3
وليعلمن,3
حسب,3
ووصينا,3
يبدئ,3
لنشأة,3
يجحد,3
كفره,3
مصفرا,3
فبشره,3
يعرج,3
منتقمون,3
أمهـتهم,3
لأدبـر,3
فأحبط,3
أسوة,3
زادهم,3
أمسك,3
شـهدا,3
ومبشرا,3
أفاء,3
يدريك,3
لعل,3
وقدر,3
وقليل,3
جنتان,3
شرك,3
أرونى,3
تضع,3
مقتا,3
جميع,3
لأجداث,3
بقـدر,3
أهم,3
خلقنـهم,3
معين,3
قـصرت,3
لطرف,3
مكنون,3
لبطون,3
منذرين,3
فراغ,3
فكفروا,3
فتول,3
لفجار,3
لغفـر,3
يـعباد,3
حطـما,3
لصدق,3
جاءوها,3
خزنتها,3
أمرها,3
صـعقة,3
لجمع,3
لمودة,3
لجوار,3
نتصر,3
بذلك,3
يضحكون,3
وأكواب,3
يلـقوا,3
يعرض,3
وأنهـر,3
حميما,3
فأولى,3
يبخل,3
لتؤمنوا,3
مؤمنـت,3
فأصلحوا,3
لأول,3
معتد,3
لوقع,3
تذر,3
صحف,3
سيعلمون,3
نشقت,3
إنس,3
لميمنة,3
لمشـمة,3
وفـكهة,3
مرفوعة,3
مسكينا,3
نطلقوا,3
لحاقة,3
قرءوا,3
بقول,3
للبشر,3
يره,3
لقدر,3
مـلك,2
ويقيمون,2
ءأنذرتهم,2
تنذرهم,2
غشـوة,2
يخـدعون,2
فزادهم,2
مصلحون,2
لقوا,2
يجعلون,2
أصـبعهم,2
لصوعق,2
حذر,2
بسورة,2
شهداءكم,2
وقودها,2
رزقنا,2
وأتوا,2
يستحى,2
ميثـقه,2
ويقطعون,2
ويفسدون,2
أموتا,2
جاعل,2
خليفة,2
وعلم,2
بأسمائهم,2
وزوجك,2
شئتما,2
تقربا,2
فتكونا,2
كانا,2
فتلقى,2
هداى,2
رهبون,2
لركعين,2
وتنسون,2
وإنها,2
لكبيرة,2
لخـشعين,2
فضلتكم,2
ظلمتم,2
بارئكم,2
وظللنا,2
لغمام,2
ظلمونا,2
حطة,2
نغفر,2
خطـيـكم,2
فبدل,2
ثنتا,2
مشربهم,2
وضربت,2
لذلة,2
لمسكنة,2
وباءو,2
لصـبـين,2
عتدوا,2
قردة,2
خـسـين,2
فجعلنـها,2
نكـلا,2
تؤمرون,2
لونها,2
تشـبه,2
تسقى,2
ضربوه,2
ويريكم,2
قست,2
خلا,2
أمانى,2
كتبت,2
تمسنا,2
تظـهرون,2
يردون,2
وأيدنـه,2
كذبتم,2
غلف,2
عرفوا,2
أنبياء,2
وعصينا,2
فتمنوا,2
نزله,2
وجبريل,2
نبذ,2
يفرقون,2
شترىه,2
نظرنا,2
يختص,2
برحمته,2
رسولكم,2
ود,2
كفارا,2
تجدوه,2
ليست,2
وسعى,2
يدخلوها,2
قـنتون,2
بديع,2
ترضى,2
ملتهم,2
بتلى,2
بكلمـت,2
ينال,2
للطائفين,2
لركع,2
يرفع,2
لقواعد,2
وتب,2
أسلمت,2
تموتن,2
إلـهك,2
وإلـه,2
تهتدوا,2
قولوا,2
صبغة,2
قبلتهم,2
جعلنـكم,2
لتكونوا,2
وحيث,2
فولوا,2
شطره,2
بتابع,2
يعرفونه,2
خرجت,2
تخشوهم,2
ولنبلونكم,2
لجوع,2
ونقص,2
أصـبتهم,2
حج,2
يطوف,2
تطوع,2
وإلـهكم,2
وتصريف,2
تبرأ,2
حسرت,2
بخـرجين,2
يزكيهم,2
حبه,2
ذوى,2
وأقام,2
لبأس,2
لقصاص,2
تباع,2
لوصية,2
بدله,2
سمعه,2
فعدة,2
أخر,2
مسكين,2
لعدة,2
فليستجيبوا,2
لخيط,2
عـكفون,2
لمسـجد,2
لتأكلوا,2
ظهورها,2
ثقفتموهم,2
قـتلوكم,2
وقـتلوهم,2
عدون,2
قصاص,2
بأيديكم,2
وأحسنوا,2
لعمرة,2
ستيسر,2
رءوسكم,2
محله,2
تمتع,2
رجعتم,2
كاملة,2
معلومـت,2
فسوق,2
تبتغوا,2
أفضتم,2
أفيضوا,2
قضيتم,2
وقنا,2
تأخر,2
قوله,2
لخصام,2
أخذته,2
ويسخرون,2
فبعث,2
وزلزلوا,2
وعسى,2
قتال,2
وصد,2
يزالون,2
دينه,2
مشركة,2
أعجبتكم,2
مشرك,2
ويبين,2
حرثكم,2
لطلـق,2
يتربصن,2
بأنفسهن,2
إصلـحا,2
ولهن,2
تأخذوا,2
فتدت,2
يتعد,2
طلقها,2
تحل,2
فبلغن,2
ضرارا,2
تعضلوهن,2
ترضوا,2
يوعظ,2
وأطهر,2
أولـدهن,2
تكلف,2
مولود,2
تراض,2
يتوفون,2
بلغن,2
فعلن,2
أنفسهن,2
أجله,2
طلقتموهن,2
فرضتم,2
موتوا,2
يقرض,2
فيضـعفه,2
نقـتل,2
عسيتم,2
تقـتلوا,2
نبيهم,2
طالوت,2
سعة,2
لتابوت,2
تحمله,2
لجنود,2
يطعمه,2
طاقة,2
برزوا,2
وثبت,2
لفسدت,2
كلم,2
قتتلوا,2
يحيطون,2
كرسيه,2
ويؤمن,2
لعروة,2
لوثقى,2
أولياؤهم,2
ءاتىه,2
أرنى,2
جزءا,2
تبطلوا,2
رئاء,2
فمثله,2
تنفقون,2
نفقة,2
يوف,2
ضربا,2
وأحل,2
تبتم,2
رءوس,2
توفى,2
يأب,2
يكتب,2
وليتق,2
يستطيع,2
ستشهدوا,2
رجالكم,2
تضل,2
صغيرا,2
أقسط,2
حاضرة,2
وأشهدوا,2
يكلف,2
قبلنا,2
مولىنا,2
فيتبعون,2
لرسخون,2
فئتين,2
حب,2
لفضة,2
لأسحار,2
وجهى,2
ووفيت,2
تؤتى,2
بيدك,2
وتخرج,2
تتقوا,2
ويحذركم,2
بينها,2
تبعونى,2
نذرت,2
فتقبل,2
وضعتها,2
لرجيم,2
نباتا,2
يبشرك,2
بكلمة,2
ءايتك,2
لإبكـر,2
صطفىك,2
لربك,2
نوحيه,2
وجيها,2
وكهلا,2
يمسسنى,2
كهيـة,2
لأكمه,2
لأبرص,2
ومصدقا,2
أنصارى,2
بأنا,2
لمـكرين,2
تبعوك,2
فيوفيهم,2
فقولوا,2
تحاجون,2
مسلما,2
بيد,2
تأمنه,2
يؤده,2
بعهده,2
عبادا,2
تدرسون,2
وكرها,2
وفيكم,2
بحبل,2
فأصبحتم,2
إخونا,2
شفا,2
بيضت,2
وتؤمنون,2
لأدبار,2
ثقفوا,2
ليسوا,2
ءاناء,2
يفعلوا,2
خبالا,2
عنتم,2
بدت,2
أولاء,2
تسؤهم,2
مقـعد,2
همت,2
طائفتان,2
ءالـف,2
منزلين,2
ولتطمئن,2
ليقطع,2
وجنة,2
عرضها,2
لسراء,2
لذنوب,2
سنن,2
فسيروا,2
لأعلون,2
قرح,2
لأيام,2
ويتخذ,2
وليمحص,2
تمنون,2
أفإين,2
مات,2
نقلبتم,2
تموت,2
ستكانوا,2
فتنقلبوا,2
سنلقى,2
أمنة,2
قتلنا,2
حسرة,2
لإلى,2
نفضوا,2
فتوكل,2
باء,2
أصـبتكم,2
فبإذن,2
نافقوا,2
دفعوا,2
يرزقون,2
يلحقوا,2
يخوف,2
أولياءه,2
نملى,2
ليزدادوا,2
يجتبى,2
بخلوا,2
ميرث,2
فقير,2
سنكتب,2
وقتلهم,2
ونقول,2
يأتينا,2
لمنير,2
أجوركم,2
فاز,2
يفرحون,2
وقعودا,2
جنوبهم,2
بـطلا,2
فـامنا,2
وتوفنا,2
وأوذوا,2
وقتلوا,2
لأكفرن,2
لثواب,2
رقيبا,2
وثلـث,2
وربـع,2
رزقوهم,2
بلغوا,2
فقيرا,2
للرجال,2
وللنساء,2
مفروضا,2
تركوا,2
وليقولوا,2
سديدا,2
فلهن,2
أبواه,2
فلأمه,2
لثلث,2
يوصى,2
وأبناؤكم,2
لربع,2
تركن,2
تركتم,2
أخ,2
أخت,2
وءاتيتم,2
وأخوتكم,2
محصنين,2
مسـفحين,2
فـاتوهن,2
يستطع,2
طولا,2
ينكح,2
فتيـتكم,2
أخدان,2
ويهديكم,2
تميلوا,2
نكفر,2
كتسبوا,2
وسـلوا,2
قـنتـت,2
للغيب,2
لمضاجع,2
بعثوا,2
لجار,2
لجنب,2
لبخل,2
قرينا,2
ويؤت,2
لدنه,2
وعصوا,2
سكـرى,2
جنبا,2
لغائط,2
لـمستم,2
فتيمموا,2
بوجوهكم,2
تضلوا,2
بألسنتهم,2
لعنا,2
نقيرا,2
بجهنم,2
جلودهم,2
سندخلهم,2
تأويلا,2
لوجدوا,2
حرجا,2
تسليما,2
حذركم,2
نؤتيه,2
تقـتلون,2
لظالم,2
كفوا,2
فمال,2
يتدبرون,2
تبعتم,2
يكف,2
بأسا,2
ردوها,2
ليجمعنكم,2
أصدق,2
أتريدون,2
فخذوهم,2
وجدتموهم,2
وألقوا,2
شهرين,2
متتابعين,2
توبة,2
متعمدا,2
فعند,2
ظالمى,2
فيم,2
وليأخذوا,2
يصلوا,2
أسلحتكم,2
تألمون,2
أرىك,2
تجـدل,2
يستخفون,2
محيطا,2
يستغفر,2
يكسب,2
حتمل,2
يضلوك,2
يشاقق,2
ويتبع,2
شيطـنا,2
لعنه,2
ولـامرنهم,2
يفتيكم,2
تنكحوهن,2
تقوموا,2
سعته,2
وصينا,2
قومين,2
ليهديهم,2
تقعدوا,2
كسالى,2
يراءون,2
شكرتم,2
وءامنتم,2
يفرقوا,2
يؤتيهم,2
يسـلك,2
أرنا,2
بظلمهم,2
نقضهم,2
ليؤمنن,2
موته,2
أحلت,2
ويونس,2
زبورا,2
ورسلا,2
وظلموا,2
طريقا,2
طريق,2
تغلوا,2
يستنكف,2
ويهديهم,2
يرثها,2
لقلـئد,2
شنـان,2
أكل,2
لأزلـم,2
يئس,2
خشون,2
مخمصة,2
ليطهركم,2
وليتم,2
عدلوا,2
خائنة,2
تخفون,2
وكتـب,2
رضونه,2
سبل,2
بشير,2
وءاتىكم,2
جبارين,2
ندخلها,2
فإنكم,2
وأخى,2
فرق,2
تأس,2
قربانا,2
فقتله,2
يورى,2
سوءة,2
أحياها,2
ويسعون,2
وأرجلهم,2
تقدروا,2
لوسيلة,2
ظلمه,2
للكذب,2
فخذوه,2
حذروا,2
تملك,2
يتولون,2
ونور,2
لربـنيون,2
وكتبنا,2
لأنف,2
لأذن,2
لسن,2
بعيسى,2
لجعلكم,2
ذنوبهم,2
أقسموا,2
أعزة,2
أكثركم,2
لسحت,2
مغلولة,2
وليزيدن,2
أقاموا,2
رسالته,2
لستم,2
وصموا,2
ينتهوا,2
أتعبدون,2
لعن,2
عدوة,2
تفيض,2
لدمع,2
لأيمـن,2
مسـكين,2
كفـرة,2
ذوا,2
بـلغ,2
لكعبة,2
صيد,2
أعجبك,2
تبد,2
فيقسمان,2
أنهما,2
وجهها,2
أجبتم,2
جئتهم,2
مائدة,2
وتطمئن,2
ونعلم,2
أعذبه,2
ءأنت,2
إلـهين,2
تعذبهم,2
صدقهم,2
تمترون,2
أنبـؤا,2
نمكن,2
وأنشأنا,2
قرنا,2
لجعلنـه,2
يلبسون,2
فحاق,2
أتخذ,2
يطعم,2
كاشف,2
لقاهر,2
أشهد,2
نحشرهم,2
يجـدلونك,2
يهلكون,2
وقفوا,2
يـليتنا,2
نرد,2
نكذب,2
بدا,2
بمبعوثين,2
فرطنا,2
يحملون,2
أوزارهم,2
يزرون,2
تبتغى,2
سلما,2
يستجيب,2
قادر,2
أمثالكم,2
يشإ,2
أرءيتكم,2
يتضرعون,2
أخذنـهم,2
فقطع,2
سمعكم,2
وختم,2
لغدوة,2
بأعلم,2
فأنه,2
نهيت,2
ضللت,2
يقص,2
يعلمها,2
تسقط,2
ينبئكم,2
مولىهم,2
أسرع,2
ينجيكم,2
وخفية,2
لقادر,2
نبإ,2
أقيموا,2
أصناما,2
كوكبا,2
أفل,2
فطر,2
أشركتم,2
فأى,2
نرفع,2
وزكريا,2
ويحيى,2
ليسع,2
وإخونهم,2
ذرهم,2
جئتمونا,2
شركـؤا,2
فالق,2
سكنا,2
حسبانا,2
خضرا,2
نخرج,2
دانية,2
لرمان,2
متشـبه,2
أثمر,2
بنين,2
صـحبة,2
تدركه,2
للطيف,2
أبصر,2
بحفيظ,2
عملهم,2
أفـدتهم,2
قبلا,2
زخرف,2
أفـدة,2
لكلمـته,2
سيجزون,2
أومن,2
سيصيب,2
يهديه,2
للإسلـم,2
يضله,2
ضيقا,2
يصعد,2
وليهم,2
ستمتع,2
أجلت,2
يقصون,2
وينذرونكم,2
أنفسنا,2
ويستخلف,2
لـات,2
ذرأ,2
بزعمهم,2
يصل,2
شركائهم,2
شركاؤهم,2
حجر,2
وأنعـم,2
فتراء,2
سيجزيهم,2
أزوجنا,2
ميتة,2
أنشأ,2
معروشـت,2
لزرع,2
أكله,2
تسرفوا,2
ءالذكرين,2
شتملت,2
أرحام,2
لإبل,2
لحم,2
حملت,2
جزينـهم,2
ذاقوا,2
لهدىكم,2
هلم,2
إملـق,2
بطن,2
وتفصيلا,2
فرقوا,2
هدىنى,2
قيما,2
ربا,2
لوزن,2
مكنـكم,2
معـيش,2
تسجد,2
خلقتنى,2
وخلقته,2
هبط,2
لصـغرين,2
أغويتنى,2
فكلا,2
فوسوس,2
تكونا,2
وطفقا,2
يخصفان,2
ورق,2
وأقل,2
قالا,2
يرىكم,2
مسجد,2
ينالهم,2
أختها,2
لهـذا,2
أورثتموها,2
وجدتم,2
فأذن,2
مؤذن,2
لأعراف,2
بسيمىهم,2
ونادوا,2
تلقاء,2
أقسمتم,2
تحزنون,2
فصلنـه,2
شفعاء,2
إصلـحها,2
نباته,2
أبلغكم,2
أوعجبتم,2
لينذركم,2
سفاهة,2
فذروها,2
قصورا,2
وتنحتون,2
أتعلمون,2
مرسل,2
يـصـلح,2
ونصحت,2
سبقكم,2
شهوة,2
مسرفون,2
قريتكم,2
يتطهرون,2
لتعودن,2
ملتنا,2
نجىنا,2
قومنا,2
أفأمن,2
نائمون,2
ضحى,2
أفأمنوا,2
يرثون,2
فظلموا,2
يـفرعون,2
ببينة,2
ثعبان,2
ونزع,2
أرجه,2
وأرسل,2
تلقى,2
نكون,2
ألق,2
يأفكون,2
لأقطعن,2
منقلبون,2
جئتنا,2
عدوكم,2
لطوفان,2
ينكثون,2
يعرشون,2
وجـوزنا,2
ببنى,2
وبـطل,2
أنجينـكم,2
بعشر,2
ميقـت,2
لميقـتنا,2
ترىنى,2
لجبل,2
تجلى,2
وخر,2
سأوريكم,2
يتخذوه,2
عجلا,2
خوار,2
تخذوه,2
غضبـن,2
وأخذ,2
تجعلنى,2
ختار,2
سبعين,2
ولينا,2
وسعت,2
لأمى,2
لخبـئث,2
وبه,2
وقطعنـهم,2
أمما,2
لغمـم,2
سكنوا,2
معذبهم,2
أنجينا,2
عتوا,2
تأذن,2
لحسنـت,2
فخلف,2
خلف,2
لأدنى,2
لمصلحين,2
لغاوين,2
يلهث,2
سنستدرجهم,2
كيدى,2
متين,2
يتفكروا,2
ينظروا,2
مرسىها,2
تأتيكم,2
وبشير,2
حملا,2
ءاتىهما,2
دعوهم,2
يسمعوا,2
وترىهم,2
ينزغنك,2
تذكروا,2
تأتهم,2
قرئ,2
ستمعوا,2
لأنفال,2
وجلت,2
بيتك,2
ويذهب,2
لأقدام,2
لأعناق,2
شاقوا,2
تولوهم,2
قتلهم,2
رميت,2
تنتهوا,2
تعودوا,2
نعد,2
تسمعون,2
ستجيبوا,2
دعاكم,2
ليعذبهم,2
يستغفرون,2
لنصير,2
غنمتم,2
فأن,2
ولذى,2
ختلفتم,2
ليهلك,2
حى,2
سلم,2
أعينكم,2
ترون,2
وأدبـرهم,2
يغيروا,2
لحرب,2
لخائنين,2
وعدوكم,2
يريدوا,2
حسبك,2
مائتين,2
أسرى,2
لمسكم,2
ءاووا,2
ونصروا,2
براءة,2
معجزى,2
وأذن,2
فأجره,2
ستقيموا,2
ذمة,2
نكثوا,2
وهموا,2
شـهدين,2
أعظم,2
وإخونكم,2
وأزوجكم,2
وضاقت,2
رحبت,2
يعطوا,2
صـغرون,2
قـتلهم,2
ليعبدوا,2
ليأكلون,2
شهرا,2
تنفروا,2
ثانى,2
لصـحبه,2
بجنود,2
عرضا,2
بعدت,2
يستـذنك,2
يجـهدوا,2
لمحيطة,2
تصبك,2
نتربص,2
يصيبكم,2
وتزهق,2
ويحلفون,2
لولوا,2
رغبون,2
يحذر,2
نخوض,2
وءايـته,2
حسبهم,2
ولعنهم,2
وأكثر,2
أمولا,2
وأولـدا,2
بخلـقهم,2
لمؤتفكـت,2
غلظ,2
وكفروا,2
ينالوا,2
نقموا,2
يتوبوا,2
عـهد,2
وتولوا,2
يلقونه,2
سرهم,2
ونجوىهم,2
فرح,2
وكرهوا,2
ستـذنوك,2
تصل,2
تقم,2
لطول,2
لخوالف,2
وطبع,2
يستـذنونك,2
أخباركم,2
تردون,2
وصلوت,2
لأنصار,2
حولكم,2
عترفوا,2
مسجدا,2
بنيـنه,2
تقوى,2
نهار,2
بنيـنهم,2
للنبى,2
وعدها,2
كاد,2
حولهم,2
يغيظ,2
صغيرة,2
كبيرة,2
ليجزيهم,2
نفر,2
ولينذروا,2
يحذرون,2
فزادتهم,2
صرف,2
حسبى,2
منازل,2
دعانا,2
للمسرفين,2
وجاءتهم,2
ءاياتنا,2
ئت,2
بريح,2
وفرحوا,2
عاصف,2
لموج,2
كماء,2
أخذت,2
نهارا,2
حصيدا,2
إيانا,2
تصرفون,2
فسقوا,2
تصديق,2
وتفصيل,2
فإلينا,2
رسولهم,2
يستعجل,2
ءالــن,2
لندامة,2
وشفاء,2
ءالله,2
تفترون,2
شهودا,2
تفيضون,2
يعزب,2
أصغر,2
تبديل,2
يفلحون,2
مقامى,2
فعلى,2
فأجمعوا,2
قضوا,2
سألتكم,2
فجاءوهم,2
لكبرياء,2
ملقون,2
جئتم,2
يصلح,2
برحمتك,2
ءاتيت,2
ليضلوا,2
سبيلك,2
شدد,2
فأتبعهم,2
بوأنا,2
يقرءون,2
يونس,2
ننجى,2
دينى,2
لدن,2
ثيابهم,2
مبعوثون,2
أخرنا,2
أذقنـه,2
مسته,2
فلعلك,2
لأشهـد,2
معجزين,2
لأخسرون,2
يستويان,2
وءاتىنى,2
فعميت,2
بطارد,2
ينصرنى,2
فتريته,2
تبتئس,2
ووحينا,2
تخـطبنى,2
وفار,2
لتنور,2
ركبوا,2
بنه,2
أهلى,2
وإلا,2
وأتبعوا,2
عادا,2
ستغفروه,2
تدعونا,2
بعجل,2
بإسحـق,2
عجوز,2
شيخا,2
عجيب,2
مجيد,2
لحليم,2
سىء,2
وضاق,2
ذرعا,2
يهرعون,2
بناتى,2
أطهر,2
تخزون,2
ضيفى,2
يـلوط,2
بقطع,2
يلتفت,2
مرأتك,2
موعدهم,2
عـليها,2
سافلها,2
منضود,2
مسومة,2
ببعيد,2
لمكيال,2
أمولنا,2
لأنت,2
أنيب,2
وراءكم,2
كـذب,2
رقيب,2
ءالهتهم,2
زفير,2
دامت,2
فعال,2
ستقم,2
يذهبن,2
فؤادك,2
قرءنا,2
ويتم,2
للسائلين,2
وتكونوا,2
غيـبت,2
لجب,2
أرسله,2
يأكله,2
يبكون,2
متـعنا,2
فصبر,2
جميل,2
لمستعان,2
نتخذه,2
لأبوب,2
معاذ,2
لدا,2
وشهد,2
فكذبت,2
كيدكن,2
إليهن,2
وقلن,2
حـش,2
رودته,2
كيدهن,2
وأكن,2
أرىنى,2
خمرا,2
يأتيكما,2
تركت,2
يـصـحبى,2
فلبث,2
بضع,2
بقرت,2
سمان,2
يأكلهن,2
عجاف,2
وسبع,2
سنبلـت,2
يابسـت,2
أفتونى,2
رءيـى,2
أضغـث,2
أحلـم,2
بتأويل,2
شداد,2
بال,2
ولأجر,2
جهزهم,2
بجهازهم,2
لمنزلين,2
بضـعتهم,2
أخانا,2
ردت,2
أهلنا,2
بعير,2
موثقا,2
وعليه,2
أبوهم,2
علمنـه,2
زعيم,2
وعاء,2
سرق,2
أبا,2
نجيا,2
كبيرهم,2
أبرح,2
وسـل,2
يأتينى,2
لحزن,2
تذكر,2
يايـس,2
مسنا,2
لمتصدقين,2
فعلتم,2
أءنك,2
فألقوه,2
وأتونى,2
لقديم,2
خـطـين,2
أبويه,2
وألحقنى,2
مشركون,2
بصيرة,2
وسبحـن,2
ولدار,2
رفع,2
مد,2
وأنهـرا,2
أعنـب,2
صنوان,2
فيصيب,2
كفيه,2
تستوى,2
فتدوا,2
يوفون,2
ويدرءون,2
صلح,2
صبرتم,2
قبلها,2
سيرت,2
قطعت,2
فأمليت,2
أشق,2
نأتى,2
ننقصها,2
أطرافها,2
وسيعلم,2
بلسان,2
كفرنا,2
أفى,2
ويؤخركم,2
يمن,2
سبلنا,2
ورائه,2
بخلق,2
وبرزوا,2
لضعفـؤا,2
تبعا,2
مغنون,2
صبرنا,2
وعدكم,2
تحيتهم,2
كشجرة,2
ويضرب,2
خبيثة,2
بدلوا,2
لعبادى,2
خلـل,2
لتجرى,2
تحصوها,2
ولولدى,2
تبدل,2
لأصفاد,2
بلـغ,2
ولها,2
تسبق,2
ننزل,2
منظرين,2
بابا,2
بروجا,2
وزينـها,2
شهاب,2
مددنـها,2
ونميت,2
لورثون,2
لجان,2
لسموم,2
سويته,2
ونفخت,2
روحى,2
فقعوا,2
فسجد,2
يـإبليس,2
فأنظرنى,2
لوقت,2
لمعلوم,2
ونبئهم,2
ضيف,2
نبشرك,2
خطبكم,2
قدرنا,2
يمترون,2
وقضينا,2
مشرقين,2
لأيكة,2
لـاتية,2
لخلـق,2
ءاتينـك,2
سبعا,2
تمدن,2
عينيك,2
لنذير,2
فوربك,2
تؤمر,2
خصيم,2
بلد,2
لحمير,2
وزينة,2
قصد,2
لنخيل,2
لأعنـب,2
طريا,2
تلبسونها,2
مواخر,2
مستكبرون,2
لسقف,2
تتوفىهم,2
فأصابهم,2
لنبوئنهم,2
فسـلوا,2
لتبين,2
يأخذهم,2
تقلبهم,2
دخرون,2
ويفعلون,2
يؤمرون,2
فإيـى,2
مسكم,2
فتمتعوا,2
لتسـلن,2
لبنـت,2
مسودا,2
يؤاخذ,2
نسقيكم,2
بطونها,2
شفاء,2
أرذل,2
لكى,2
أفب,2
مولىه,2
كلمح,2
يمسكهن,2
جلود,2
أثـثا,2
تقيكم,2
بأسكم,2
دونك,2
زدنـهم,2
للمسلمين,2
قرأت,2
عربى,2
إيمـنه,2
فتنوا,2
نفسها,2
ألسنتكم,2
قصصنا,2
ضيق,2
بأمول,2
وجعلنـكم,2
أحسنتم,2
تتبيرا,2
يرحمكم,2
ويبشر,2
نهلك,2
تدميرا,2
بذنوب,2
يصلىها,2
مذموما,2
سعيهم,2
مشكورا,2
وللـاخرة,2
تفضيلا,2
فتقعد,2
لربه,2
ملوما,2
لوليه,2
وزنوا,2
لقسطاس,2
لفؤاد,2
تمش,2
مرحا,2
يزيدهم,2
بينك,2
حجابا,2
نجوى,2
ورفـتا,2
جديدا,2
وتظنون,2
مسطورا,2
لأولـد,2
وعدهم,2
يزجى,2
يعيدكم,2
تارة,2
وفضلنـهم,2
كدت,2
نافلة,2
مقاما,2
ونـا,2
بجانبه,2
بمثله,2
خلـلها,2
تفجيرا,2
أبعث,2
لمهتد,2
تملكون,2
لأظنك,2
فأراد,2
مبشرا,2
للأذقان,2
تجهر,2
بتغ,2
لـابائهم,2
بـخع,2
بعثنـهم,2
شططا,2
طلعت,2
كهفهم,2
لبثنا,2
يتنـزعون,2
بنيـنا,2
رابعهم,2
خمسة,2
سادسهم,2
ظـهرا,2
يهدين,2
ملتحدا,2
ذكرنا,2
لوجوه,2
مرتفقا,2
جنتين,2
لجنتين,2
يحاوره,2
نفرا,2
ظالم,2
خلقك,2
جنتك,2
وولدا,2
فتصبح,2
غورا,2
يقلب,2
أنفق,2
ينصرونه,2
لبـقيـت,2
فدعوهم,2
جدلا,2
ليدحضوا,2
ونسى,2
يهتدوا,2
لفتىه,2
أبلغ,2
مجمع,2
فوجدا,2
وعلمنـه,2
تحط,2
خبرا,2
صابرا,2
غلـما,2
عذرا,2
وراءهم,2
زكوة,2
وجدها,2
يـذا,2
فيعذبه,2
مطلع,2
لديه,2
دونهما,2
يأجوج,2
ومأجوج,2
خرجا,2
أجعل,2
ءاتونى,2
زبر,2
سمعا,2
لأخسرين,2
ولقائه,2
ورسلى,2
لفردوس,2
فليعمل,2
وهن,2
شيبا,2
عاقرا,2
سميا,2
عتيا,2
هين,2
ليال,2
صبيا,2
وبرا,2
عصيا,2
نتبذت,2
مقضيا,2
لنخلة,2
تحزنى,2
أسمع,2
وأبصر,2
وأنذرهم,2
لحسرة,2
صديقا,2
ونـدينـه,2
خروا,2
بأمر,2
أيدينا,2
حول,2
جثيا,2
فليمدد,2
مدا,2
فسيعلمون,2
أطلع,2
ليكونوا,2
بعبادتهم,2
عدا,2
نحشر,2
يتفطرن,2
سيجعل,2
ودا,2
يسرنـه,2
بلسانك,2
وتنذر,2
لسر,2
مكثوا,2
لمقدس,2
طوى,2
ءاتية,2
يصدنك,2
بيمينك,2
ضمم,2
صدرى,2
لسانى,2
قولى,2
وزيرا,2
مننا,2
قذفيه,2
تمشى,2
عينها,2
نخاف,2
أعطى,2
مهدا,2
شتى,2
لنهى,2
نخرجكم,2
فكذب,2
يحشر,2
فجمع,2
كيده,2
ويلكم,2
ئتوا,2
حبالهم,2
وعصيهم,2
فأوجس,2
وألق,2
لساحر,2
لكبيركم,2
ولأصلبنكم,2
ولتعلمن,2
بربنا,2
خطـيـنا,2
لدرجـت,2
غشيهم,2
غضبى,2
هوى,2
لسامرى,2
فنسى,2
فتنتم,2
عـكفين,2
أثر,2
نسفا,2
يتخـفتون,2
عشرا,2
عوج,2
وصرفنا,2
يحدث,2
وعصى,2
جتبـه,2
تنسى,2
لزاما,2
طلوع,2
وقبل,2
لعلك,2
لنفتنهم,2
فنتبع,2
محدث,2
أفهم,2
جعلنـهم,2
لـعبين,2
نتخذ,2
ير,2
فجاجا,2
سقفا,2
فلك,2
يتخذونك,2
أهـذا,2
عجل,2
خردل,2
أتينا,2
عـلمين,2
فجعلهم,2
بـالهتنا,2
حرقوه,2
بردا,2
وسلـما,2
بأمرنا,2
وإقام,2
وإيتاء,2
يسبحن,2
ولسليمـن,2
فكشفنا,2
لكفل,2
فنادى,2
أحصنت,2
فرجها,2
فنفخنا,2
أمتكم,2
وتقطعوا,2
فتحت,2
ينسلون,2
أقريب,2
حملها,2
مضغة,2
مخلقة,2
طفلا,2
لتبلغوا,2
أشدكم,2
هتزت,2
وربت,2
بهيج,2
منير,2
لخسران,2
يظن,2
خصمان,2
ثياب,2
حديد,2
أعيدوا,2
ولؤلؤا,2
ولباسهم,2
حرير,2
وهدوا,2
لإبرهيم,2
وأطعموا,2
لعتيق,2
يعظم,2
لزور,2
حنفاء,2
خر,2
منسكا,2
سخرها,2
لقدير,2
تعمى,2
تعدون,2
سعوا,2
عقيم,2
بغى,2
تعرف,2
لفروجهم,2
حـفظون,2
ملومين,2
بتغى,2
لعادون,2
لأمـنـتهم,2
وعهدهم,2
رعون,2
سلـلة,2
فخلقنا,2
لعظـم,2
فتبارك,2
لخـلقين,2
طرائق,2
وأعنـب,2
